DISTRICT,WARD ,VILLAGE ,LATITUDE (Y),LONGITUDE (X),YEAR,HH_SERVED,FUNCTIONAL_STATE,PUMP_TYPE,OUTLETS,SOAK_AWAY_PIT,PROTECTED,DATE OF LAST VISIT,VPM_VISITS/YEAR,BH_COMMITTEE,SEASONALITY,AQUIFER_YIELD,BH_DEPTH ,PALATABILITY,TOTAL _DISSOLVED -SOLIDS
Chipinge,25,MAUNGA,-20.7485493,32.3843827,2012,48,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/29,2,Non-functional ,Perennial,37,36,TRUE,47
Chipinge,25,MAUNGA,-20.7301221,32.3714883,1966,45,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/17,5,Functional,Perennial,34,57,TRUE,310
Buhera,21,Toronga,-19.5976937,31.8579947,2008,36,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/11/15,2,Functional ,Perennial,0.525477239,52,TRUE,337
Nyanga,18,Mapako Village,-18.0704062,32.6001769,1998,45,Partially Functional,National Pump,1,FALSE,Yes,2023/05/26,3,Functional,Perennial,0.635519416,81,FALSE,897
Mutare,30,Rambai,-19.5956781,32.2998865,2013,15,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/26,1,Non-existent,Perennial,47,106,FALSE,787
Makoni,9,Village 13,-18.0978248,32.4775719,1998,36,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/28,3,Functional ,Perennial,40,29,TRUE,417
Mutare,26,Bvirindi B,-19.3771799,32.5090901,1986,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/25,2,Functional,Perennial,20,51,TRUE,370
Buhera,16,Benzi,-19.4050073,31.6868793,1965,42,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/30,1,Functional,Perennial,18,65,TRUE,112
Nyanga,8,Chipika,-17.811668,32.6436287,1990,13,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/07,2,Functional,Perennial,50,108,TRUE,477
Buhera,11,Muzivi,-19.124052,31.8940672,1999,24,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/15,1,Functional,Perennial,10,36,TRUE,61
Mutasa,8,Garitsindike,-18.5876944,32.8102512,1990,25,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/10,1,Functional,Perennial,17,29,FALSE,813
Makoni,9,Village 2,-17.117819,32.5527629,1999,11,Partially Functional,Bush Pump Type A,1,FALSE,No,2022/10/15,2,Functional,Seasonal,0.994578817,61,TRUE,225
Chipinge,25,ZIKHUYUMO,-20.8091545,32.4239381,2017,43,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/18,1,Functional,Perennial,30,52,TRUE,151
Nyanga,17,Nyabeze,-17.9603545,32.6561655,1991,14,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/20,1,Non-existent,Perennial,16,105,TRUE,399
Chimanimani,3,Chitimani,-19.5969586,32.5194341,1994,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/28,1,Non-Functional,Perennial,17,27,TRUE,584
Mutare,29,Zvinodavanhu,-19.5047806,32.3189886,1987,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/06,1,Non-existent,Perennial,30,96,TRUE,471
Mutasa,6,Moyoweshumba,-18.520564,32.8212432,1987,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/26,1,Functional,Seasonal,9,32,TRUE,408
Buhera,19,Mundido,-19.5067587,31.7682994,2000,49,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/01,1,Functional,Perennial,22,80,FALSE,939
Nyanga,27,Nherera Village 49,-18.4045659,32.5263179,1987,18,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2023/02/21,3,Non-existent,Perennial,12,43,TRUE,298
Mutare,25,Nderere,-19.3980497,32.3747729,1985,55,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/11,2,Non-Functional,Perennial,38,58,TRUE,181
Buhera,27,Muzerengwa,-19.7832493,32.1317143,2015,38,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/30,2,Functional,Perennial,5,107,TRUE,439
Chipinge,29,Jiazi,-21.0041719,32.1848058,2017,39,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/23,1,Functional,Perennial,0.606644504,20,TRUE,99
Mutare,10,Bemhiwa,-19.286555,32.30647,2015,10,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/07/21,1,Functional,Perennial,17,30,TRUE,429
Mutare,10,Muangirwa,-19.2011011,32.2869214,1987,26,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/23,1,Functional,Perennial,47,30,FALSE,664
Mutare,1,Gazala,-18.7742869,32.3099261,2014,36,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/06,1,Functional,Perennial,15,71,TRUE,578
Buhera,29,Netsaringoma,-19.82104,32.2656374,1992,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/14,1,Functional,Seasonal,0.323491157,115,TRUE,532
Nyanga,4,Mukwewa,-17.6278157,32.8439453,2004,50,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/09/29,1,Functional ,Perennial,9,31,TRUE,375
Chipinge,23,Tarisachawakananga,-20.6209332,32.4524666,1989,10,Partially Functional,Bush Pump Type B,1,FALSE,No,2023/03/24,3,Functional,Seasonal,0.015150655,35,TRUE,245
Chimanimani,18,Mukowangedayi,-19.8034586,32.605689,2015,36,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/07/14,1,Functional,Perennial,50,86,TRUE,62
Chimanimani,18,Nechirinda,-19.7657207,32.6621134,1986,32,Partially Functional,Bush Pump Type B,1,TRUE,No,2023/05/09,3,Functional,Perennial,16,29,FALSE,779
Buhera,14,Masanga,-19.335574,31.6273396,2005,35,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/12,1,Functional,Seasonal,0.564788336,43,TRUE,146
Chipinge,25,ZIKHUYUMO,-20.8358493,32.4013971,1989,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/07,3,Functional,Perennial,24,68,FALSE,665
Mutare,10,Bemhiwa,-19.2848838,32.3157059,1988,36,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/28,1,Functional,Seasonal,0.785904517,67,TRUE,59
Buhera,11,Kamhunga,-19.148836,31.85413,1999,12,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/12,1,Functional,Perennial,19,34,TRUE,580
Makoni,19,Muchichwa,-18.5786486,32.2673328,2002,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/26,3,Functional ,Perennial,50,60,TRUE,303
Makoni,20,Mawango,-18.447314,32.3986053,2010,17,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/13,2,Functional ,Perennial,49,36,FALSE,772
Makoni,18,Changadzo,-18.6734793,32.3585804,1960,15,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/28,1,Non-existent,Perennial,48,101,FALSE,639
Mutare,8,Mvurachena B,-19.1866082,32.1702389,1998,55,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/05,3,Non-functional ,Perennial,0.770814342,80,TRUE,80
Makoni,19,Mataga,-18.5488104,32.2716428,1990,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/22,3,Functional,Seasonal,0.98135649,25,TRUE,366
Mutasa,1,Bracha,-18.3827901,33.0131134,1992,40,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/27,3,Functional ,Perennial,0.977339158,102,TRUE,546
Makoni,37,Willos,-18.4887733,31.893231,1990,41,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/07,1,Functional,Perennial,46,49,TRUE,345
Makoni,9,Village 12,-18.07134,32.48013,2016,9,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/15,3,Functional,Perennial,43,30,TRUE,389
Makoni,23,Kutsanzira,-18.7051352,32.3854263,2013,38,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2022/05/13,2,Functional,Perennial,47,78,TRUE,397
Chimanimani,18,Chikutukutu,-19.8243479,32.609414,1987,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/09,1,Functional,Perennial,28,29,TRUE,20
Chipinge,25,Mufukwa,-20.7764927,32.4628352,2012,30,Non-Functional,Bush Pump Type B,1,FALSE,No,2023/03/30,3,Functional ,Perennial,0.112437462,95,FALSE,939
Makoni,1,Chitimbe,-17.7041825,32.5274056,1966,30,Partially Functional,Rope and Washer,1,TRUE,Yes,2022/10/05,1,Non-existent,Perennial,18,60,TRUE,493
Nyanga,27,Nyasherera Village 53,-18.4044658,32.5639942,2008,0,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/09/25,1,Non-existent,Perennial,12,83,FALSE,684
Makoni,1,Mutsahuni,-17.6661066,32.4836397,1998,21,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/25,2,Functional,Seasonal,0.90543212,76,TRUE,77
Makoni,5,Chiendambuya Growth Point,-18.0332043,32.17325,2013,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/26,1,Non-Functional,Seasonal,0.437443963,28,TRUE,410
Mutare,26,Muradzikwa,-19.3531072,32.4925275,1998,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/26,2,Functional,Perennial,8,65,TRUE,556
Mutare,22,Gwizo15,-19.444301,32.5495243,1986,27,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/24,1,Functional,Perennial,28,89,FALSE,653
Mutare,5,Madzime,-19.0608061,32.4939664,1965,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/11,1,Functional,Perennial,32,25,FALSE,774
Makoni,5,Mugambiwa,-18.0009602,32.1756485,1990,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/03,2,Functional,Perennial,28,27,TRUE,556
Nyanga,10,Sabvure,-17.69888,32.9585943,1999,50,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/12,3,Functional,Perennial,41,44,TRUE,299
Buhera,23,Pfumbidza,-19.4597601,32.0498393,1990,5,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/08,3,Non-Functional,Perennial,5,58,FALSE,890
Chimanimani,19,Munengerwa,-19.8621924,32.5453306,1999,10,Partially Functional,Bush Pump Type B,1,FALSE,No,2023/04/17,3,Functional,Perennial,0.583918895,100,TRUE,157
Mutasa,23,Premier West B,-18.9040362,32.5229415,2016,50,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/22,1,Functional,Perennial,50,54,TRUE,151
Buhera,28,Mugurwa,-19.6624427,32.130092,1995,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/09,1,Non-Functional,Perennial,20,81,TRUE,547
Chipinge,11,Charurwa,-20.250408,32.5452225,1987,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/30,1,Non-Functional,Perennial,15,45,TRUE,512
Mutare,1,Kokstad,-18.7883411,32.2144412,1987,36,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/30,3,Functional,Perennial,27,47,TRUE,177
Makoni,23,Ngirazi,-18.7445677,32.4491043,2000,51,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2022/02/24,1,Functional,Perennial,37,36,TRUE,440
Chipinge,4,Mushakavanhu,-20.049632,32.4395047,1987,7,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/05,1,Functional,Perennial,50,104,FALSE,964
Mutasa,8,Nyanhete,-18.5787161,32.7830173,1985,41,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/18,2,Functional,Seasonal,0.154549811,42,FALSE,613
Mutare,34,J1,-18.96288908,32.39313767,2015,37,Partially Functional,Bush Pump Type B,1,FALSE,No,2023/03/20,3,Functional,Perennial,13,32,TRUE,127
Chipinge,23,Zamchiya,-20.2011556,32.422345,2017,29,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/09,2,Functional,Perennial,41,111,FALSE,781
Chipinge,3,Mwafaone,-20.0242414,32.33426,2015,14,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/18,3,Functional,Perennial,16,22,TRUE,159
Chipinge,23,Kushinga,-20.6921021,32.4511638,1987,0,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/04/18,1,Non-functional ,Perennial,49,52,TRUE,585
Nyanga,14,Magadu,-17.9077214,32.949731,2014,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/20,1,Non-existent,Perennial,0.64937314,71,FALSE,611
Makoni,16,Mukadira,-18.6035233,32.0452971,1988,55,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/24,1,Functional,Perennial,22,55,TRUE,312
Mutare,15,Mvududu,-19.1143148,32.1215238,2011,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/13,3,Functional,Perennial,23,81,TRUE,591
Buhera,14,Muguta,-19.3057662,31.637961,2008,31,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/07,1,Non-Functional,Perennial,0.983204604,70,TRUE,251
Nyanga,10,Mandigora,-17.7396333,32.9256185,2013,63,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/15,1,Functional,Perennial,0.989059041,34,TRUE,501
Chipinge,24,Mwanyisa,-20.767024,32.3011269,1992,14,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/09,1,Functional,Perennial,29,20,TRUE,416
Chipinge,22,Chisurudza,-20.6880195,32.3710753,2004,13,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/21,1,Functional ,Seasonal,0.785613419,28,TRUE,419
Mutare,29,Kurauone,-19.5675983,32.4207567,1989,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/05,1,Non-Functional,Perennial,30,82,TRUE,171
Buhera,23,Chaterera,-19.4379927,32.0193047,2015,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/12,3,Non-Functional,Seasonal,30,114,FALSE,633
Mutare,34,B2,-19.11517151,32.36644266,1986,56,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/22,2,Functional,Perennial,41,90,TRUE,537
Chipinge,22,Shumba,-20.6041652,32.2714046,2005,35,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/09,2,Non-functional ,Seasonal,47,55,TRUE,180
Mutare,30,Tarindwa,-19.5997943,32.3278995,1989,15,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/31,3,Non-existent,Perennial,47,99,TRUE,79
Mutasa,19,Dombo Village 9,-18.6846794,32.7354286,1988,0,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/13,3,Non-existent,Perennial,29,63,FALSE,620
Buhera,32,Matasva,-19.4493517,31.7618351,1999,12,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/11,1,Functional ,Perennial,15,85,TRUE,327
Mutasa,23,Premier West A,-18.8829761,32.5170873,2002,55,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/31,1,Functional,Perennial,16,58,TRUE,355
Buhera,26,Chaputika,-19.8216294,32.057989,2010,45,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/14,3,Non-Functional,Perennial,14,27,TRUE,20
Buhera,22,Tarume,-19.4560906,31.9714434,1960,55,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/15,2,Functional ,Perennial,25,102,TRUE,443
Mutare,34,JB2,-19.11542884,32.36877119,1998,58,Fully Functional,Rope and Bucket,1,FALSE,No,2022/10/17,1,Functional,Perennial,0.886135216,21,FALSE,806
Mutare,29,Tsorokotyo,-19.6170967,32.3947629,1990,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/21,1,Functional,Perennial,41,88,TRUE,156
Makoni,20,Bloemof Extension,-18.4416947,32.279225,1992,54,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/09/05,1,Functional,Perennial,8,23,TRUE,585
Mutare,24,Chindomundomu,-19.4872042,32.2207119,1990,18,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/18,1,Functional ,Perennial,17,54,TRUE,300
Nyanga,14,Marugumisa,-17.9484135,32.9084811,2016,15,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/05/15,1,Functional,Perennial,28,43,TRUE,15
Nyanga,16,32a,-18.1567797,32.5349072,2013,8,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/07,1,Functional,Seasonal,0.074264226,105,TRUE,231
Chimanimani,16,Duri,-20.0545619,32.7868714,1987,45,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/01,1,Non-functional ,Perennial,37,73,TRUE,332
Mutare,5,Ziera,-19.1247745,32.4719123,2012,18,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/31,3,Functional,Perennial,17,39,TRUE,36
Buhera,13,Munhangu,-19.2237164,31.6752464,1966,22,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/19,1,Non-functional ,Seasonal,20,34,TRUE,594
Makoni,10,51C,-18.2488012,32.3631009,2008,0,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/08/28,2,Non-existent,Perennial,45,56,TRUE,541
Mutare,20,Zveushe,-19.2853284,32.5651711,1998,20,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/07,2,Functional ,Perennial,5,25,FALSE,654
Makoni,7,6,-18.1159341,32.1587985,2013,31,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/20,3,Functional,Perennial,30,31,TRUE,392
Mutare,24,Chigwizura,-19.4568591,32.2572278,1998,12,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/28,3,Functional ,Perennial,12,79,TRUE,384
Buhera,18,Materere,-19.3164159,31.9508239,1986,45,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/08,1,Functional,Seasonal,0.498846615,29,TRUE,198
Mutasa,18,Nyakatsapa,-18.2039446,32.1602125,1965,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/30,2,Functional,Perennial,16,35,FALSE,629
Mutare,8,Mvurachena A,-19.2830881,32.100533,1990,54,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/21,1,Non-functional ,Perennial,42,22,TRUE,113
Mutasa,15,Mhukayesango,-18.5985408,32.541636,1999,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/01/22,2,Functional,Perennial,26,51,TRUE,433
Makoni,24,Machande,-18.6823589,31.8736961,1990,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/20,1,Functional,Perennial,37,85,TRUE,341
Chipinge,6,Moodies Rest,-20.092872,32.6432317,1999,21,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/21,1,Non-Functional,Perennial,0.479553442,78,TRUE,22
Buhera,13,Chinzou,-19.251204,31.2633206,1987,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/11,1,Functional,Perennial,49,51,TRUE,195
Buhera,13,Rukwasi,-19.1752853,31.7297542,1987,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/02,1,Non-Functional,Perennial,44,54,TRUE,108
Chipinge,24,Mabizeni,-20.1443415,32.214228,2000,20,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/15,1,Functional,Perennial,37,67,TRUE,252
Buhera,18,Vengai,-19.3366728,31.9403089,1987,30,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/02/03,1,Functional,Seasonal,0.467349203,55,TRUE,252
Buhera,24,Muzokomba,-19.5871432,31.160566,1992,17,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/07,1,Functional,Perennial,0.495383101,96,TRUE,555
Chipinge,22,Solomon,-20.6236701,32.3224556,2004,25,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/11,2,Functional,Perennial,43,24,TRUE,22
Mutare,1,DieGuns,-18.8421474,32.3441047,1989,37,Fully Functional,National Pump,1,TRUE,No,2022/04/20,1,Non-Functional,Perennial,39,92,TRUE,327
Chimanimani,16,Vheremu,-20.0461628,32.8484097,2015,15,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/24,1,Non-functional ,Perennial,0.016402964,89,TRUE,191
Mutasa,12,Sambaza,-18.4926706,32.5431275,1986,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/11,1,Functional,Perennial,13,103,TRUE,200
Mutasa,12,Sambaza,-18.471232,32.552079,2005,4,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/23,1,Functional,Perennial,32,33,FALSE,989
Mutare,10,Nyachityu,-19.2419819,32.319318,1989,19,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/08,1,Functional,Seasonal,0.330146738,39,FALSE,745
Mutasa,17,Samushonga,-18.6580501,32.5813129,1988,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/16,3,Non-existent,Perennial,0.892293872,81,FALSE,866
Chipinge,12,Isis Committe Of 7,-20.3184,32.5299057,1999,8,Fully Functional,Mono Pump,1,FALSE,Yes,2022/12/11,1,Non-existent,Perennial,14,48,TRUE,247
Mutasa,12,Chirodzo,-18.5705836,32.6059645,2002,24,Fully Functional,Bush Pump Type C,1,FALSE,Yes,2022/07/29,2,Functional,Perennial,0.877531706,77,FALSE,971
Makoni,4,Tanda Small  Scale,-17.9275087,32.3515841,2010,10,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/04/02,2,Non-functional ,Seasonal,35,53,TRUE,536
Mutare,34,Mangoromera village,-19.15162246,32.36646141,1960,9,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/01,1,Non-existent,Perennial,11,55,TRUE,243
Mutare,29,Betera,-19.5533873,32.3544922,1998,16,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/23,1,Functional,Perennial,18,68,TRUE,194
Buhera,4,Chikuvire,-19.3285207,31.400617,1990,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/11,1,Functional,Perennial,34,84,FALSE,959
Chipinge,3,Goko,-20.0030131,32.3503237,1992,18,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/29,1,Functional,Perennial,27,55,TRUE,422
Makoni,20,Mawango,-18.4413033,32.3976727,1990,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/27,3,Non-Functional,Perennial,22,77,FALSE,640
Mutare,6,Piki,-19.12014,32.6432332,2016,12,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/05,1,Non-existent,Perennial,49,68,TRUE,259
Buhera,15,Maswa,-19.3646188,31.7105374,2013,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/10,3,Non-existent,Perennial,15,41,TRUE,491
Makoni,9,Village 5,-18.0238844,32.5128009,1987,36,Non-Functional,Bush Pump Type B,1,FALSE,No,2023/02/22,3,Non-functional ,Seasonal,0.035118054,92,TRUE,84
Buhera,26,Chaputika,-19.8426402,32.0613756,2012,40,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/05/30,2,Functional,Perennial,36,35,TRUE,426
Buhera,11,Mundevere,-19.1831731,31.8838244,1966,14,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/04/11,2,Non-Functional,Seasonal,0.406989412,59,TRUE,510
Mutasa,1,Bvute,-18.3852799,32.9877667,2008,10,Non-Functional,Elephant Pump,1,FALSE,No,2022/12/26,1,Functional ,Perennial,0.180875188,97,TRUE,327
Buhera,15,ZIVEI,-19.3647776,31.7426121,1998,45,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/21,1,Non-existent,Perennial,50,32,TRUE,138
Mutare,7,Brownhill,-19.1856835,32.850568,2013,0,Non-Functional,Submersible Pump,1,FALSE,Yes,2022/09/27,1,Non-functional ,Perennial,0.274992868,90,TRUE,303
Buhera,16,Zvakavapano,-19.3907497,31.650888,1998,36,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/03/06,1,Functional,Perennial,48,83,TRUE,254
Buhera,12,Chiteeri,-19.2267797,31.9271544,1986,50,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/20,2,Non-Functional,Perennial,27,39,TRUE,53
Nyanga,6,Matonhora Village,-17.6838095,32.7498494,1965,40,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/20,3,Functional,Seasonal,0.693805829,23,TRUE,364
Chipinge,24,Madhuku 1,-20.7195002,32.3643963,1990,30,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/10,2,Non-functional ,Perennial,10,103,TRUE,392
Makoni,5,Chiendambuya 1,-18.0140407,32.165874,1999,26,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/01/22,1,Non-functional ,Perennial,21,52,TRUE,469
Makoni,35,Village28,-18.0488877,32.2583496,1990,14,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/18,3,Functional ,Seasonal,26,76,TRUE,311
Makoni,5,Muchenagumbo,-18.0643423,32.224185,1999,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/26,3,Functional,Perennial,34,32,TRUE,534
Nyanga,8,Tsvito A,-17.8372,32.6186374,1991,20,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/24,1,Functional,Perennial,6,107,TRUE,69
Makoni,5,Manhuwa,-17.961004,32.167924,1987,13,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/10,1,Functional,Perennial,0.435337307,103,TRUE,478
Chipinge,25,HAKWATA,-20.8544607,32.4934357,1975,25,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/14,3,Non-functional ,Perennial,16,106,TRUE,270
Buhera,29,Tanyiswa,-19.8365517,32.1948594,1982,11,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/24,3,Functional,Perennial,0.027914782,94,TRUE,298
Nyanga,6,Mbariro,-17.6135293,32.7940954,1984,50,Partially Functional,Bush Pump Type A,1,TRUE,Yes,2022/10/28,2,Functional,Seasonal,0.212523446,81,TRUE,200
Makoni,5,Muchinjiko,-18.0567654,32.1680777,1987,30,Fully Functional,Bush Pump Type B,1,FALSE,No,2023/02/13,3,Functional,Perennial,41,65,TRUE,323
Mutasa,15,Chinzou,-18.617076,32.5639822,2003,9,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/20,1,Non-Functional,Perennial,24,93,TRUE,377
Makoni,1,Samuti,-17.6422919,32.5022447,1992,22,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/06/23,2,Non-Functional,Perennial,23,22,TRUE,351
Chipinge,24,Mabizeni,-20.7130467,32.2500191,2004,48,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/22,3,Functional,Perennial,46,96,TRUE,436
Buhera,21,Mawire,-19.4862411,31.769822,1989,35,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/19,1,Functional,Perennial,0.70396592,105,TRUE,229
Mutare,34,Peter,-19.15166474,32.36642365,2015,16,Partially Functional,Bush Pump Type B,1,FALSE,No,2022/11/29,1,Functional,Perennial,5,60,TRUE,243
Chipinge,24,Mabizeni,-20.7080919,32.2376637,1986,29,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/08,2,Non-functional ,Perennial,25,98,TRUE,528
